SEQ_TYPE;SEQ_LENGTH;MAX_CHORD_SIZE;SEQ_KEYS;N_FREE_TRIALS;N_PACED_TRIALS;N_FREE_TRIALS_TESTING;N_PACED_TRIALS_TESTING;N_SEQS;N_SESS;TESTING_SESSIONS
type1;5;4;1 2 3 4;15;5;0;15;3;20;10,20
