sess_num;sess_date;sess_time;seq_type;sess_type;seq_train;true_sequence;obs_sequence;accuracy;score;cumulative_trial;trial;trial_type;keystroke;key_from;key_to;RT
1;2018-03-04;11:02:32.381000;type1;training;train;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 3 4 - 1 - 1 2 - 1 2 3 - 2 3;0.8;0.3876184951;12;2;done;4;1 2 3;2 3;957.562
1;2018-03-04;11:02:32.381000;type1;training;train;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 1 1 2 3 4 - 1 - 3 - 3 - 2;0.2;2.1243471395;13;2;done;0;0;1 1 1 2 3 4;-198.971
1;2018-03-04;11:02:32.381000;type1;training;train;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 1 1 2 3 4 - 1 - 3 - 3 - 2;0.2;2.1243471395;13;2;done;1;1 1 1 2 3 4;1;123.093
1;2018-03-04;11:02:32.381000;type1;training;train;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 1 1 2 3 4 - 1 - 3 - 3 - 2;0.2;2.1243471395;13;2;done;2;1;3;11.449
1;2018-03-04;11:02:32.381000;type1;training;train;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 1 1 2 3 4 - 1 - 3 - 3 - 2;0.2;2.1243471395;13;2;done;3;3;3;326.508
1;2018-03-04;11:02:32.381000;type1;training;train;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 1 1 2 3 4 - 1 - 3 - 3 - 2;0.2;2.1243471395;13;2;done;4;3;2;9.683
1;2018-03-04;11:02:32.381000;type1;training;train;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 3 4 - 1 - 1 3 - 1 2 - 2 3;0.6;0.4603086009;14;2;done;0;0;1 3 4;622.153
1;2018-03-04;11:02:32.381000;type1;training;train;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 3 4 - 1 - 1 3 - 1 2 - 2 3;0.6;0.4603086009;14;2;done;1;1 3 4;1;522.453
1;2018-03-04;11:02:32.381000;type1;training;train;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 3 4 - 1 - 1 3 - 1 2 - 2 3;0.6;0.4603086009;14;2;done;2;1;1 3;541.314
1;2018-03-04;11:02:32.381000;type1;training;train;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 3 4 - 1 - 1 3 - 1 2 - 2 3;0.6;0.4603086009;14;2;done;3;1 3;1 2;625.165
1;2018-03-04;11:02:32.381000;type1;training;train;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 3 4 - 1 - 1 3 - 1 2 - 2 3;0.6;0.4603086009;14;2;done;4;1 2;2 3;483.524
1;2018-03-04;11:02:32.381000;type1;training;train;1 3 4 - 1 - 1 2 - 1 3 - 2 3;4 - 1 3 - 1 - 1 3 - 2;0.2;0.5112530421;15;2;done;0;0;4;1327.629
1;2018-03-04;11:02:32.381000;type1;training;train;1 3 4 - 1 - 1 2 - 1 3 - 2 3;4 - 1 3 - 1 - 1 3 - 2;0.2;0.5112530421;15;2;done;1;4;1 3;34.756
1;2018-03-04;11:02:32.381000;type1;training;train;1 3 4 - 1 - 1 2 - 1 3 - 2 3;4 - 1 3 - 1 - 1 3 - 2;0.2;0.5112530421;15;2;done;2;1 3;1;593.589
1;2018-03-04;11:02:32.381000;type1;training;train;1 3 4 - 1 - 1 2 - 1 3 - 2 3;4 - 1 3 - 1 - 1 3 - 2;0.2;0.5112530421;15;2;done;3;1;1 3;657.45
1;2018-03-04;11:02:32.381000;type1;training;train;1 3 4 - 1 - 1 2 - 1 3 - 2 3;4 - 1 3 - 1 - 1 3 - 2;0.2;0.5112530421;15;2;done;4;1 3;2;670.184
1;2018-03-04;11:02:32.381000;type1;training;train;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 3 4 - 1 - 1 - 2 - 1 3;0.4;0.3262133888;16;2;done;0;0;1 3 4;900.934
1;2018-03-04;11:02:32.381000;type1;training;train;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 3 4 - 1 - 1 - 2 - 1 3;0.4;0.3262133888;16;2;done;1;1 3 4;1;562.794
