sess_num;sess_date;sess_time;seq_type;sess_type;seq_train;sequence;cumulative_trial;trial;keystroke;key_from;key_to;RT
2;2018-02-28;09:37:52.737000;type1;training;train;2 - 1 4 - 2 - 1 - 1 4;2;2;1;2;1 4;298.667
2;2018-02-28;09:37:52.737000;type1;training;train;2 - 1 4 - 2 - 1 - 1 4;2;2;2;1 4;2;312.315
2;2018-02-28;09:37:52.737000;type1;training;train;2 - 1 4 - 2 - 1 - 1 4;2;2;3;2;1;291.463
2;2018-02-28;09:37:52.737000;type1;training;train;2 - 1 4 - 2 - 1 - 1 4;2;2;4;1;1 4;276.064
2;2018-02-28;09:37:52.737000;type1;training;train;2 - 1 4 - 2 - 1 - 1 4;3;3;0;0;2;904.797
2;2018-02-28;09:37:52.737000;type1;training;train;2 - 1 4 - 2 - 1 - 1 4;3;3;1;2;1 4;286.106
2;2018-02-28;09:37:52.737000;type1;training;train;2 - 1 4 - 2 - 1 - 1 4;3;3;2;1 4;2;322.107
2;2018-02-28;09:37:52.737000;type1;training;train;2 - 1 4 - 2 - 1 - 1 4;3;3;3;2;1;356.154
2;2018-02-28;09:37:52.737000;type1;training;train;2 - 1 4 - 2 - 1 - 1 4;3;3;4;1;1 4;292.348
2;2018-02-28;09:37:52.737000;type1;training;train;2 - 1 4 - 2 - 1 - 1 4;4;4;0;0;2;769.491
2;2018-02-28;09:37:52.737000;type1;training;train;2 - 1 4 - 2 - 1 - 1 4;4;4;1;2;1 4;237.997
2;2018-02-28;09:37:52.737000;type1;training;train;2 - 1 4 - 2 - 1 - 1 4;4;4;2;1 4;2;260.663
2;2018-02-28;09:37:52.737000;type1;training;train;2 - 1 4 - 2 - 1 - 1 4;4;4;3;2;1;277.865
2;2018-02-28;09:37:52.737000;type1;training;train;2 - 1 4 - 2 - 1 - 1 4;4;4;4;1;1 4;251.478
2;2018-02-28;09:37:52.737000;type1;training;train;2 - 1 4 - 2 - 1 - 1 4;5;5;0;0;2;601.732
2;2018-02-28;09:37:52.737000;type1;training;train;2 - 1 4 - 2 - 1 - 1 4;5;5;1;2;1 4;215.200
2;2018-02-28;09:37:52.737000;type1;training;train;2 - 1 4 - 2 - 1 - 1 4;5;5;2;1 4;2;253.062
2;2018-02-28;09:37:52.737000;type1;training;train;2 - 1 4 - 2 - 1 - 1 4;5;5;3;2;1 2;319.116
2;2018-02-28;09:37:52.737000;type1;training;train;2 - 1 4 - 2 - 1 - 1 4;5;5;4;1 2;4;389.348
2;2018-02-28;09:37:52.737000;type1;training;train;2 - 1 4 - 2 - 1 - 1 4;6;5;0;0;2;578.984
2;2018-02-28;09:37:52.737000;type1;training;train;2 - 1 4 - 2 - 1 - 1 4;6;5;1;2;1 4;241.619
2;2018-02-28;09:37:52.737000;type1;training;train;2 - 1 4 - 2 - 1 - 1 4;6;5;2;1 4;2;268.674
2;2018-02-28;09:37:52.737000;type1;training;train;2 - 1 4 - 2 - 1 - 1 4;6;5;3;2;2;189.158
2;2018-02-28;09:37:52.737000;type1;training;train;2 - 1 4 - 2 - 1 - 1 4;6;5;4;2;1;1048.438
2;2018-02-28;09:37:52.737000;type1;training;train;2 - 1 4 - 2 - 1 - 1 4;7;5;0;0;2;569.296
2;2018-02-28;09:37:52.737000;type1;training;train;2 - 1 4 - 2 - 1 - 1 4;7;5;1;2;1 4;240.584
2;2018-02-28;09:37:52.737000;type1;training;train;2 - 1 4 - 2 - 1 - 1 4;7;5;2;1 4;2;261.900
2;2018-02-28;09:37:52.737000;type1;training;train;2 - 1 4 - 2 - 1 - 1 4;7;5;3;2;1;255.817
2;2018-02-28;09:37:52.737000;type1;training;train;2 - 1 4 - 2 - 1 - 1 4;7;5;4;1;1 4;235.004
2;2018-02-28;09:37:52.737000;type1;training;train;2 - 4 - 4 - 2 3 - 1 4;1;1;0;0;2;1179.841
2;2018-02-28;09:37:52.737000;type1;training;train;2 - 4 - 4 - 2 3 - 1 4;1;1;1;2;4;278.258
2;2018-02-28;09:37:52.737000;type1;training;train;2 - 4 - 4 - 2 3 - 1 4;1;1;2;4;4;278.403
2;2018-02-28;09:37:52.737000;type1;training;train;2 - 4 - 4 - 2 3 - 1 4;1;1;3;4;2 3;231.533
2;2018-02-28;09:37:52.737000;type1;training;train;2 - 4 - 4 - 2 3 - 1 4;1;1;4;2 3;1 4;379.041
2;2018-02-28;09:37:52.737000;type1;training;train;2 - 4 - 4 - 2 3 - 1 4;2;2;0;0;2;862.408
2;2018-02-28;09:37:52.737000;type1;training;train;2 - 4 - 4 - 2 3 - 1 4;2;2;1;2;4;220.075
2;2018-02-28;09:37:52.737000;type1;training;train;2 - 4 - 4 - 2 3 - 1 4;2;2;2;4;4;161.468
2;2018-02-28;09:37:52.737000;type1;training;train;2 - 4 - 4 - 2 3 - 1 4;2;2;3;4;2 3;215.723
2;2018-02-28;09:37:52.737000;type1;training;train;2 - 4 - 4 - 2 3 - 1 4;2;2;4;2 3;1 4;241.543
2;2018-02-28;09:37:52.737000;type1;training;train;2 - 4 - 4 - 2 3 - 1 4;3;3;0;0;2;822.617
2;2018-02-28;09:37:52.737000;type1;training;train;2 - 4 - 4 - 2 3 - 1 4;3;3;1;2;4;227.669
2;2018-02-28;09:37:52.737000;type1;training;train;2 - 4 - 4 - 2 3 - 1 4;3;3;2;4;4;167.027
2;2018-02-28;09:37:52.737000;type1;training;train;2 - 4 - 4 - 2 3 - 1 4;3;3;3;4;2 3;203.733
2;2018-02-28;09:37:52.737000;type1;training;train;2 - 4 - 4 - 2 3 - 1 4;3;3;4;2 3;1 4;224.845
2;2018-02-28;09:37:52.737000;type1;training;train;2 - 4 - 4 - 2 3 - 1 4;4;4;0;0;2;639.470
2;2018-02-28;09:37:52.737000;type1;training;train;2 - 4 - 4 - 2 3 - 1 4;4;4;1;2;4;219.785
2;2018-02-28;09:37:52.737000;type1;training;train;2 - 4 - 4 - 2 3 - 1 4;4;4;2;4;4;138.528
2;2018-02-28;09:37:52.737000;type1;training;train;2 - 4 - 4 - 2 3 - 1 4;4;4;3;4;2 3;234.102
2;2018-02-28;09:37:52.737000;type1;training;train;2 - 4 - 4 - 2 3 - 1 4;4;4;4;2 3;1 4;254.345
2;2018-02-28;09:37:52.737000;type1;training;train;2 - 4 - 4 - 2 3 - 1 4;5;5;0;0;2;496.254
2;2018-02-28;09:37:52.737000;type1;training;train;2 - 4 - 4 - 2 3 - 1 4;5;5;1;2;4 4;255.155
2;2018-02-28;09:37:52.737000;type1;training;train;2 - 4 - 4 - 2 3 - 1 4;5;5;2;4 4;3;263.062
2;2018-02-28;09:37:52.737000;type1;training;train;2 - 4 - 4 - 2 3 - 1 4;5;5;3;3;2;227.958
2;2018-02-28;09:37:52.737000;type1;training;train;2 - 4 - 4 - 2 3 - 1 4;5;5;4;2;1 4;294.787
2;2018-02-28;09:37:52.737000;type1;training;train;2 - 4 - 4 - 2 3 - 1 4;6;5;0;0;2;835.417
2;2018-02-28;09:37:52.737000;type1;training;train;2 - 4 - 4 - 2 3 - 1 4;6;5;1;2;4;207.322
2;2018-02-28;09:37:52.737000;type1;training;train;2 - 4 - 4 - 2 3 - 1 4;6;5;2;4;4;151.635
2;2018-02-28;09:37:52.737000;type1;training;train;2 - 4 - 4 - 2 3 - 1 4;6;5;3;4;2 3;250.816
2;2018-02-28;09:37:52.737000;type1;training;train;2 - 4 - 4 - 2 3 - 1 4;6;5;4;2 3;1 4;268.209
2;2018-02-28;09:37:52.737000;type1;training;train;3 4 - 1 3 - 3 4 - 2 - 2;1;1;0;0;3 4;1512.513
2;2018-02-28;09:37:52.737000;type1;training;train;3 4 - 1 3 - 3 4 - 2 - 2;1;1;1;3 4;1 3;1199.737
