sess_num;sess_date;sess_time;seq_type;sess_type;seq_train;cumulative_trial;trial;true_sequence;obs_sequence;accuracy;RT;MT;score
6;2018-03-02;08:48:22.947000;type1;testing;test;9;4;1 2 - 1 4 - 3 4 - 3 - 2;1 2 - 1 4 - 3 4 - 3 - 2;1.0;1325.535;2228.302;0.449
6;2018-03-02;08:48:22.947000;type1;testing;test;10;5;1 2 - 1 4 - 3 4 - 3 - 2;1 2 - 1 4 - 3 4 - 3 - 2;1.0;790.598;2018.858;0.495
6;2018-03-02;08:48:22.947000;type1;testing;test;11;6;1 2 - 1 4 - 3 4 - 3 - 2;1 2 - 1 4 - 3 4 - 3 - 2;1.0;961.514;1926.468;0.519
6;2018-03-02;08:48:22.947000;type1;testing;test;1;1;3 4 - 1 - 2 3 - 1 3 - 1 4;4 - 3 - 1 - 3 - 2;0.0;2322.550;1463.815;0.683
6;2018-03-02;08:48:22.947000;type1;testing;test;2;1;3 4 - 1 - 2 3 - 1 3 - 1 4;3 4 - 1 - 2 3 - 1 3 - 2 4;0.80000000000000004;1158.435;2747.894;0.364
6;2018-03-02;08:48:22.947000;type1;testing;test;3;2;3 4 - 1 - 2 3 - 1 3 - 1 4;3 4 - 1 - 2 3 - 1 3 - 1 4;1.0;1505.092;2286.940;0.437
6;2018-03-02;08:48:22.947000;type1;testing;test;4;3;3 4 - 1 - 2 3 - 1 3 - 1 4;3 4 - 1 - 2 3 - 1 3 - 1 4;1.0;1283.322;2501.812;0.400
6;2018-03-02;08:48:22.947000;type1;testing;test;5;4;3 4 - 1 - 2 3 - 1 3 - 1 4;3 4 - 1 - 2 3 - 1 3 - 1 4;1.0;1224.251;2386.154;0.419
6;2018-03-02;08:48:22.947000;type1;testing;test;6;5;3 4 - 1 - 2 3 - 1 3 - 1 4;3 4 - 1 - 2 3 - 1 3 - 1 4;1.0;1494.037;2093.638;0.478
6;2018-03-02;08:48:22.947000;type1;testing;test;7;6;3 4 - 1 - 2 3 - 1 3 - 1 4;3 4 - 1 - 2 3 - 1 3 - 1 4;1.0;1361.685;2360.059;0.424
6;2018-03-02;08:48:22.947000;type1;testing;train;1;1;1 2 - 2 - 2 - 4 - 2 3;1 - 2 - 2 - 2 - 4;0.40000000000000002;2163.720;1519.523;0.658
6;2018-03-02;08:48:22.947000;type1;testing;train;2;2;1 2 - 2 - 2 - 4 - 2 3;1 2 - 2 - 2 - 4 - 2 3;1.0;934.903;1294.358;0.773
6;2018-03-02;08:48:22.947000;type1;testing;train;3;3;1 2 - 2 - 2 - 4 - 2 3;1 2 - 2 - 2 - 4 - 2 3;1.0;870.778;882.106;1.134
6;2018-03-02;08:48:22.947000;type1;testing;train;4;3;1 2 - 2 - 2 - 4 - 2 3;1 2 - 2 2 - 2 - 4 - 2 3;0.80000000000000004;540.704;1021.187;0.979
6;2018-03-02;08:48:22.947000;type1;testing;train;5;4;1 2 - 2 - 2 - 4 - 2 3;1 2 - 2 - 2 - 4 - 2 3;1.0;801.786;798.585;1.252
6;2018-03-02;08:48:22.947000;type1;testing;train;6;4;1 2 - 2 - 2 - 4 - 2 3;1 2 - 2 2 - 2 - 4 - 2 3;0.80000000000000004;619.942;799.624;1.251
6;2018-03-02;08:48:22.947000;type1;testing;train;7;5;1 2 - 2 - 2 - 4 - 2 3;1 2 - 2 - 2 - 4 - 2 3;1.0;605.846;772.087;1.295
6;2018-03-02;08:48:22.947000;type1;testing;train;8;6;1 2 - 2 - 2 - 4 - 2 3;1 2 - 2 - 2 - 4 - 2 3;1.0;1901.213;832.932;1.201
6;2018-03-02;08:48:22.947000;type1;testing;train;1;2;2 - 1 4 - 2 - 1 - 1 4;2 - 1 4 - 2 - 1 - 1 4;1.0;1914.186;1151.610;0.868
6;2018-03-02;08:48:22.947000;type1;testing;train;2;3;2 - 1 4 - 2 - 1 - 1 4;2 - 1 4 - 2 - 1 - 1 4;1.0;818.437;891.702;1.121
6;2018-03-02;08:48:22.947000;type1;testing;train;3;3;2 - 1 4 - 2 - 1 - 1 4;2 - 1 4 - 2 - 1 2 - 1 4;0.80000000000000004;620.554;1088.969;0.918
6;2018-03-02;08:48:22.947000;type1;testing;train;4;4;2 - 1 4 - 2 - 1 - 1 4;2 - 1 4 - 2 - 1 - 1 4;1.0;568.814;843.059;1.186
6;2018-03-02;08:48:22.947000;type1;testing;train;5;5;2 - 1 4 - 2 - 1 - 1 4;2 - 1 4 - 2 - 1 - 1 4;1.0;773.495;832.591;1.201
6;2018-03-02;08:48:22.947000;type1;testing;train;6;5;2 - 1 4 - 2 - 1 - 1 4;2 - 1 4 - 2 - 1 2 - 1 4;0.80000000000000004;661.519;914.082;1.094
6;2018-03-02;08:48:22.947000;type1;testing;train;7;6;2 - 1 4 - 2 - 1 - 1 4;2 - 1 4 - 2 - 1 - 1 4;1.0;584.011;851.560;1.174
6;2018-03-02;08:48:22.947000;type1;testing;train;1;2;2 - 4 - 4 - 2 3 - 1 4;2 - 4 - 4 - 2 3 - 1 4;1.0;2300.282;792.318;1.262
6;2018-03-02;08:48:22.947000;type1;testing;train;2;2;2 - 4 - 4 - 2 3 - 1 4;2 - 4 4 - 3 - 2 - 1 4;0.40000000000000002;767.140;955.902;1.046
6;2018-03-02;08:48:22.947000;type1;testing;train;3;3;2 - 4 - 4 - 2 3 - 1 4;2 - 4 - 4 - 2 3 - 1 4;1.0;684.478;805.229;1.242
6;2018-03-02;08:48:22.947000;type1;testing;train;4;4;2 - 4 - 4 - 2 3 - 1 4;2 - 4 - 4 - 2 3 - 1 4;1.0;732.253;836.654;1.195
6;2018-03-02;08:48:22.947000;type1;testing;train;5;5;2 - 4 - 4 - 2 3 - 1 4;2 - 4 - 4 - 2 3 - 1 4;1.0;519.202;831.570;1.203
6;2018-03-02;08:48:22.947000;type1;testing;train;6;6;2 - 4 - 4 - 2 3 - 1 4;2 - 4 - 4 - 2 3 - 1 4;1.0;1078.953;737.456;1.356
6;2018-03-02;08:48:22.947000;type1;testing;train;1;1;3 4 - 1 3 - 3 4 - 2 - 2;3 4 - 1 3 - 3 4 - 2 - 3;0.80000000000000004;1844.652;2143.228;0.467
6;2018-03-02;08:48:22.947000;type1;testing;train;2;2;3 4 - 1 3 - 3 4 - 2 - 2;3 4 - 1 3 - 3 4 - 2 - 2;1.0;1556.560;1514.838;0.660
6;2018-03-02;08:48:22.947000;type1;testing;train;3;2;3 4 - 1 3 - 3 4 - 2 - 2;3 4 - 1 3 - 3 4 - 2 2 3 - 2;0.80000000000000004;398.713;1495.896;0.668
6;2018-03-02;08:48:22.947000;type1;testing;train;4;3;3 4 - 1 3 - 3 4 - 2 - 2;3 4 - 1 3 - 3 4 - 2 - 2;1.0;804.583;930.003;1.075
6;2018-03-02;08:48:22.947000;type1;testing;train;5;4;3 4 - 1 3 - 3 4 - 2 - 2;3 4 - 1 3 - 3 4 - 2 - 2;1.0;797.114;1079.880;0.926
6;2018-03-02;08:48:22.947000;type1;testing;train;6;5;3 4 - 1 3 - 3 4 - 2 - 2;3 4 - 1 3 - 3 4 - 2 - 2;1.0;798.378;1136.715;0.880
6;2018-03-02;08:48:22.947000;type1;testing;train;7;6;3 4 - 1 3 - 3 4 - 2 - 2;3 4 - 1 3 - 3 4 - 2 - 2;1.0;632.269;893.665;1.119
